"","AGE","AREA_KM2","NAME","POP","FIPS","time","SEX","abs_pop"
"2914",85,1943945,"Mexico",-39977,"MX",2008,"Hombres",39977
"2915",86,1943945,"Mexico",-33690,"MX",2008,"Hombres",33690
"2916",87,1943945,"Mexico",-28155,"MX",2008,"Hombres",28155
"2917",88,1943945,"Mexico",-23165,"MX",2008,"Hombres",23165
"2918",89,1943945,"Mexico",-18645,"MX",2008,"Hombres",18645
"2919",90,1943945,"Mexico",-14712,"MX",2008,"Hombres",14712
"2920",91,1943945,"Mexico",-11344,"MX",2008,"Hombres",11344
"2921",92,1943945,"Mexico",-8557,"MX",2008,"Hombres",8557
"2922",93,1943945,"Mexico",-6301,"MX",2008,"Hombres",6301
"2923",94,1943945,"Mexico",-4531,"MX",2008,"Hombres",4531
"2924",95,1943945,"Mexico",-3170,"MX",2008,"Hombres",3170
"2925",96,1943945,"Mexico",-2157,"MX",2008,"Hombres",2157
"2926",97,1943945,"Mexico",-1426,"MX",2008,"Hombres",1426
"2927",98,1943945,"Mexico",-935,"MX",2008,"Hombres",935
"2928",99,1943945,"Mexico",-622,"MX",2008,"Hombres",622
"2929",100,1943945,"Mexico",-1020,"MX",2008,"Hombres",1020
"2930",0,1943945,"Mexico",-1152217,"MX",2009,"Hombres",1152217
"2931",1,1943945,"Mexico",-1150468,"MX",2009,"Hombres",1150468
"2932",2,1943945,"Mexico",-1150188,"MX",2009,"Hombres",1150188
"2933",3,1943945,"Mexico",-1150697,"MX",2009,"Hombres",1150697
"2934",4,1943945,"Mexico",-1152180,"MX",2009,"Hombres",1152180
"2935",5,1943945,"Mexico",-1153269,"MX",2009,"Hombres",1153269
"2936",6,1943945,"Mexico",-1151491,"MX",2009,"Hombres",1151491
"2937",7,1943945,"Mexico",-1150886,"MX",2009,"Hombres",1150886
"2938",8,1943945,"Mexico",-1148587,"MX",2009,"Hombres",1148587
"2939",9,1943945,"Mexico",-1146650,"MX",2009,"Hombres",1146650
"2940",10,1943945,"Mexico",-1144653,"MX",2009,"Hombres",1144653
"2941",11,1943945,"Mexico",-1140996,"MX",2009,"Hombres",1140996
"2942",12,1943945,"Mexico",-1136645,"MX",2009,"Hombres",1136645
"2943",13,1943945,"Mexico",-1129117,"MX",2009,"Hombres",1129117
"2944",14,1943945,"Mexico",-1122356,"MX",2009,"Hombres",1122356
"2945",15,1943945,"Mexico",-1118026,"MX",2009,"Hombres",1118026
"2946",16,1943945,"Mexico",-1108208,"MX",2009,"Hombres",1108208
"2947",17,1943945,"Mexico",-1096723,"MX",2009,"Hombres",1096723
"2948",18,1943945,"Mexico",-1086497,"MX",2009,"Hombres",1086497
"2949",19,1943945,"Mexico",-1076765,"MX",2009,"Hombres",1076765
"2950",20,1943945,"Mexico",-1064259,"MX",2009,"Hombres",1064259
"2951",21,1943945,"Mexico",-1048830,"MX",2009,"Hombres",1048830
"2952",22,1943945,"Mexico",-1031394,"MX",2009,"Hombres",1031394
"2953",23,1943945,"Mexico",-1013392,"MX",2009,"Hombres",1013392
"2954",24,1943945,"Mexico",-989974,"MX",2009,"Hombres",989974
"2955",25,1943945,"Mexico",-955805,"MX",2009,"Hombres",955805
"2956",26,1943945,"Mexico",-927176,"MX",2009,"Hombres",927176
"2957",27,1943945,"Mexico",-900933,"MX",2009,"Hombres",900933
"2958",28,1943945,"Mexico",-875757,"MX",2009,"Hombres",875757
"2959",29,1943945,"Mexico",-864513,"MX",2009,"Hombres",864513
"2960",30,1943945,"Mexico",-849145,"MX",2009,"Hombres",849145
"2961",31,1943945,"Mexico",-843763,"MX",2009,"Hombres",843763
"2962",32,1943945,"Mexico",-839692,"MX",2009,"Hombres",839692
"2963",33,1943945,"Mexico",-840142,"MX",2009,"Hombres",840142
"2964",34,1943945,"Mexico",-838012,"MX",2009,"Hombres",838012
"2965",35,1943945,"Mexico",-829060,"MX",2009,"Hombres",829060
"2966",36,1943945,"Mexico",-811436,"MX",2009,"Hombres",811436
"2967",37,1943945,"Mexico",-785816,"MX",2009,"Hombres",785816
"2968",38,1943945,"Mexico",-756605,"MX",2009,"Hombres",756605
"2969",39,1943945,"Mexico",-729951,"MX",2009,"Hombres",729951
"2970",40,1943945,"Mexico",-706359,"MX",2009,"Hombres",706359
"2971",41,1943945,"Mexico",-685305,"MX",2009,"Hombres",685305
"2972",42,1943945,"Mexico",-662676,"MX",2009,"Hombres",662676
"2973",43,1943945,"Mexico",-645216,"MX",2009,"Hombres",645216
"2974",44,1943945,"Mexico",-626392,"MX",2009,"Hombres",626392
"2975",45,1943945,"Mexico",-605720,"MX",2009,"Hombres",605720
"2976",46,1943945,"Mexico",-586633,"MX",2009,"Hombres",586633
"2977",47,1943945,"Mexico",-567897,"MX",2009,"Hombres",567897
"2978",48,1943945,"Mexico",-547845,"MX",2009,"Hombres",547845
"2979",49,1943945,"Mexico",-531565,"MX",2009,"Hombres",531565
"2980",50,1943945,"Mexico",-514612,"MX",2009,"Hombres",514612
"2981",51,1943945,"Mexico",-494281,"MX",2009,"Hombres",494281
"2982",52,1943945,"Mexico",-466994,"MX",2009,"Hombres",466994
"2983",53,1943945,"Mexico",-438238,"MX",2009,"Hombres",438238
"2984",54,1943945,"Mexico",-410487,"MX",2009,"Hombres",410487
"2985",55,1943945,"Mexico",-385769,"MX",2009,"Hombres",385769
"2986",56,1943945,"Mexico",-363555,"MX",2009,"Hombres",363555
"2987",57,1943945,"Mexico",-345219,"MX",2009,"Hombres",345219
"2988",58,1943945,"Mexico",-331187,"MX",2009,"Hombres",331187
"2989",59,1943945,"Mexico",-318528,"MX",2009,"Hombres",318528
"2990",60,1943945,"Mexico",-305126,"MX",2009,"Hombres",305126
"2991",61,1943945,"Mexico",-292730,"MX",2009,"Hombres",292730
"2992",62,1943945,"Mexico",-280174,"MX",2009,"Hombres",280174
"2993",63,1943945,"Mexico",-268837,"MX",2009,"Hombres",268837
"2994",64,1943945,"Mexico",-258130,"MX",2009,"Hombres",258130
"2995",65,1943945,"Mexico",-247667,"MX",2009,"Hombres",247667
"2996",66,1943945,"Mexico",-236607,"MX",2009,"Hombres",236607
"2997",67,1943945,"Mexico",-224751,"MX",2009,"Hombres",224751
"2998",68,1943945,"Mexico",-212828,"MX",2009,"Hombres",212828
"2999",69,1943945,"Mexico",-201058,"MX",2009,"Hombres",201058
"3000",70,1943945,"Mexico",-189615,"MX",2009,"Hombres",189615
"3001",71,1943945,"Mexico",-178494,"MX",2009,"Hombres",178494
"3002",72,1943945,"Mexico",-167226,"MX",2009,"Hombres",167226
"3003",73,1943945,"Mexico",-156357,"MX",2009,"Hombres",156357
"3004",74,1943945,"Mexico",-145440,"MX",2009,"Hombres",145440
"3005",75,1943945,"Mexico",-134537,"MX",2009,"Hombres",134537
"3006",76,1943945,"Mexico",-123936,"MX",2009,"Hombres",123936
"3007",77,1943945,"Mexico",-113630,"MX",2009,"Hombres",113630
"3008",78,1943945,"Mexico",-103680,"MX",2009,"Hombres",103680
"3009",79,1943945,"Mexico",-94242,"MX",2009,"Hombres",94242
"3010",80,1943945,"Mexico",-85226,"MX",2009,"Hombres",85226
"3011",81,1943945,"Mexico",-76023,"MX",2009,"Hombres",76023
"3012",82,1943945,"Mexico",-66854,"MX",2009,"Hombres",66854
"3013",83,1943945,"Mexico",-57818,"MX",2009,"Hombres",57818
"3014",84,1943945,"Mexico",-49375,"MX",2009,"Hombres",49375
"3015",85,1943945,"Mexico",-41729,"MX",2009,"Hombres",41729
"3016",86,1943945,"Mexico",-34928,"MX",2009,"Hombres",34928
"3017",87,1943945,"Mexico",-28986,"MX",2009,"Hombres",28986
"3018",88,1943945,"Mexico",-23822,"MX",2009,"Hombres",23822
"3019",89,1943945,"Mexico",-19250,"MX",2009,"Hombres",19250
"3020",90,1943945,"Mexico",-15190,"MX",2009,"Hombres",15190
"3021",91,1943945,"Mexico",-11728,"MX",2009,"Hombres",11728
"3022",92,1943945,"Mexico",-8845,"MX",2009,"Hombres",8845
"3023",93,1943945,"Mexico",-6520,"MX",2009,"Hombres",6520
"3024",94,1943945,"Mexico",-4689,"MX",2009,"Hombres",4689
"3025",95,1943945,"Mexico",-3285,"MX",2009,"Hombres",3285
"3026",96,1943945,"Mexico",-2230,"MX",2009,"Hombres",2230
"3027",97,1943945,"Mexico",-1479,"MX",2009,"Hombres",1479
"3028",98,1943945,"Mexico",-957,"MX",2009,"Hombres",957
"3029",99,1943945,"Mexico",-616,"MX",2009,"Hombres",616
"3030",100,1943945,"Mexico",-1009,"MX",2009,"Hombres",1009
"3031",0,1943945,"Mexico",-1151367,"MX",2010,"Hombres",1151367
"3032",1,1943945,"Mexico",-1149856,"MX",2010,"Hombres",1149856
"3033",2,1943945,"Mexico",-1149324,"MX",2010,"Hombres",1149324
"3034",3,1943945,"Mexico",-1149392,"MX",2010,"Hombres",1149392
"3035",4,1943945,"Mexico",-1150048,"MX",2010,"Hombres",1150048
"3036",5,1943945,"Mexico",-1151500,"MX",2010,"Hombres",1151500
"3037",6,1943945,"Mexico",-1152424,"MX",2010,"Hombres",1152424
"3038",7,1943945,"Mexico",-1150696,"MX",2010,"Hombres",1150696
"3039",8,1943945,"Mexico",-1150120,"MX",2010,"Hombres",1150120
"3040",9,1943945,"Mexico",-1147830,"MX",2010,"Hombres",1147830
"3041",10,1943945,"Mexico",-1145763,"MX",2010,"Hombres",1145763
"3042",11,1943945,"Mexico",-1143512,"MX",2010,"Hombres",1143512
"3043",12,1943945,"Mexico",-1139809,"MX",2010,"Hombres",1139809
"3044",13,1943945,"Mexico",-1135383,"MX",2010,"Hombres",1135383
"3045",14,1943945,"Mexico",-1127737,"MX",2010,"Hombres",1127737
"3046",15,1943945,"Mexico",-1120709,"MX",2010,"Hombres",1120709
"3047",16,1943945,"Mexico",-1115973,"MX",2010,"Hombres",1115973
"3048",17,1943945,"Mexico",-1105857,"MX",2010,"Hombres",1105857
"3049",18,1943945,"Mexico",-1094108,"MX",2010,"Hombres",1094108
"3050",19,1943945,"Mexico",-1083702,"MX",2010,"Hombres",1083702
"3051",20,1943945,"Mexico",-1073751,"MX",2010,"Hombres",1073751
"3052",21,1943945,"Mexico",-1060953,"MX",2010,"Hombres",1060953
"3053",22,1943945,"Mexico",-1045404,"MX",2010,"Hombres",1045404
"3054",23,1943945,"Mexico",-1027861,"MX",2010,"Hombres",1027861
"3055",24,1943945,"Mexico",-1009766,"MX",2010,"Hombres",1009766
"3056",25,1943945,"Mexico",-986320,"MX",2010,"Hombres",986320
"3057",26,1943945,"Mexico",-952202,"MX",2010,"Hombres",952202
"3058",27,1943945,"Mexico",-923567,"MX",2010,"Hombres",923567
"3059",28,1943945,"Mexico",-897318,"MX",2010,"Hombres",897318
"3060",29,1943945,"Mexico",-872138,"MX",2010,"Hombres",872138
"3061",30,1943945,"Mexico",-860949,"MX",2010,"Hombres",860949
"3062",31,1943945,"Mexico",-845734,"MX",2010,"Hombres",845734
"3063",32,1943945,"Mexico",-840313,"MX",2010,"Hombres",840313
"3064",33,1943945,"Mexico",-836200,"MX",2010,"Hombres",836200
"3065",34,1943945,"Mexico",-836594,"MX",2010,"Hombres",836594
"3066",35,1943945,"Mexico",-834513,"MX",2010,"Hombres",834513
"3067",36,1943945,"Mexico",-825711,"MX",2010,"Hombres",825711
"3068",37,1943945,"Mexico",-808080,"MX",2010,"Hombres",808080
"3069",38,1943945,"Mexico",-782470,"MX",2010,"Hombres",782470
"3070",39,1943945,"Mexico",-753274,"MX",2010,"Hombres",753274
"3071",40,1943945,"Mexico",-726762,"MX",2010,"Hombres",726762
"3072",41,1943945,"Mexico",-703419,"MX",2010,"Hombres",703419
"3073",42,1943945,"Mexico",-682333,"MX",2010,"Hombres",682333
"3074",43,1943945,"Mexico",-659656,"MX",2010,"Hombres",659656
"3075",44,1943945,"Mexico",-642105,"MX",2010,"Hombres",642105
"3076",45,1943945,"Mexico",-623232,"MX",2010,"Hombres",623232
"3077",46,1943945,"Mexico",-602553,"MX",2010,"Hombres",602553
"3078",47,1943945,"Mexico",-583359,"MX",2010,"Hombres",583359
"3079",48,1943945,"Mexico",-564522,"MX",2010,"Hombres",564522
"3080",49,1943945,"Mexico",-544390,"MX",2010,"Hombres",544390
"3081",50,1943945,"Mexico",-528029,"MX",2010,"Hombres",528029
"3082",51,1943945,"Mexico",-511007,"MX",2010,"Hombres",511007
"3083",52,1943945,"Mexico",-490591,"MX",2010,"Hombres",490591
"3084",53,1943945,"Mexico",-463255,"MX",2010,"Hombres",463255
"3085",54,1943945,"Mexico",-434458,"MX",2010,"Hombres",434458
"3086",55,1943945,"Mexico",-406666,"MX",2010,"Hombres",406666
"3087",56,1943945,"Mexico",-381895,"MX",2010,"Hombres",381895
"3088",57,1943945,"Mexico",-359610,"MX",2010,"Hombres",359610
"3089",58,1943945,"Mexico",-341192,"MX",2010,"Hombres",341192
"3090",59,1943945,"Mexico",-327050,"MX",2010,"Hombres",327050
"3091",60,1943945,"Mexico",-314262,"MX",2010,"Hombres",314262
"3092",61,1943945,"Mexico",-300733,"MX",2010,"Hombres",300733
"3093",62,1943945,"Mexico",-288213,"MX",2010,"Hombres",288213
"3094",63,1943945,"Mexico",-275513,"MX",2010,"Hombres",275513
"3095",64,1943945,"Mexico",-263987,"MX",2010,"Hombres",263987
"3096",65,1943945,"Mexico",-253079,"MX",2010,"Hombres",253079
"3097",66,1943945,"Mexico",-242422,"MX",2010,"Hombres",242422
"3098",67,1943945,"Mexico",-231168,"MX",2010,"Hombres",231168
"3099",68,1943945,"Mexico",-219189,"MX",2010,"Hombres",219189
"3100",69,1943945,"Mexico",-207204,"MX",2010,"Hombres",207204
"3101",70,1943945,"Mexico",-195442,"MX",2010,"Hombres",195442
"3102",71,1943945,"Mexico",-184039,"MX",2010,"Hombres",184039
"3103",72,1943945,"Mexico",-172868,"MX",2010,"Hombres",172868
"3104",73,1943945,"Mexico",-161502,"MX",2010,"Hombres",161502
"3105",74,1943945,"Mexico",-150472,"MX",2010,"Hombres",150472
"3106",75,1943945,"Mexico",-139377,"MX",2010,"Hombres",139377
"3107",76,1943945,"Mexico",-128326,"MX",2010,"Hombres",128326
"3108",77,1943945,"Mexico",-117633,"MX",2010,"Hombres",117633
"3109",78,1943945,"Mexico",-107314,"MX",2010,"Hombres",107314
"3110",79,1943945,"Mexico",-97430,"MX",2010,"Hombres",97430
"3111",80,1943945,"Mexico",-88081,"MX",2010,"Hombres",88081
"3112",81,1943945,"Mexico",-79122,"MX",2010,"Hombres",79122
"3113",82,1943945,"Mexico",-70001,"MX",2010,"Hombres",70001
"3114",83,1943945,"Mexico",-60936,"MX",2010,"Hombres",60936
"3115",84,1943945,"Mexico",-52051,"MX",2010,"Hombres",52051
"3116",85,1943945,"Mexico",-43792,"MX",2010,"Hombres",43792
"3117",86,1943945,"Mexico",-36435,"MX",2010,"Hombres",36435
"3118",87,1943945,"Mexico",-30025,"MX",2010,"Hombres",30025
"3119",88,1943945,"Mexico",-24499,"MX",2010,"Hombres",24499
"3120",89,1943945,"Mexico",-19766,"MX",2010,"Hombres",19766
"3121",90,1943945,"Mexico",-15655,"MX",2010,"Hombres",15655
"3122",91,1943945,"Mexico",-12087,"MX",2010,"Hombres",12087
"3123",92,1943945,"Mexico",-9121,"MX",2010,"Hombres",9121
"3124",93,1943945,"Mexico",-6714,"MX",2010,"Hombres",6714
"3125",94,1943945,"Mexico",-4825,"MX",2010,"Hombres",4825
"3126",95,1943945,"Mexico",-3378,"MX",2010,"Hombres",3378
"3127",96,1943945,"Mexico",-2296,"MX",2010,"Hombres",2296
"3128",97,1943945,"Mexico",-1516,"MX",2010,"Hombres",1516
"3129",98,1943945,"Mexico",-977,"MX",2010,"Hombres",977
"3130",99,1943945,"Mexico",-617,"MX",2010,"Hombres",617
"3131",100,1943945,"Mexico",-973,"MX",2010,"Hombres",973
"3132",0,1943945,"Mexico",-1149253,"MX",2011,"Hombres",1149253
"3133",1,1943945,"Mexico",-1149131,"MX",2011,"Hombres",1149131
"3134",2,1943945,"Mexico",-1148795,"MX",2011,"Hombres",1148795
"3135",3,1943945,"Mexico",-1148590,"MX",2011,"Hombres",1148590
"3136",4,1943945,"Mexico",-1148797,"MX",2011,"Hombres",1148797
"3137",5,1943945,"Mexico",-1149434,"MX",2011,"Hombres",1149434
"3138",6,1943945,"Mexico",-1150826,"MX",2011,"Hombres",1150826
"3139",7,1943945,"Mexico",-1151796,"MX",2011,"Hombres",1151796
"3140",8,1943945,"Mexico",-1150093,"MX",2011,"Hombres",1150093
"3141",9,1943945,"Mexico",-1149527,"MX",2011,"Hombres",1149527
"3142",10,1943945,"Mexico",-1147123,"MX",2011,"Hombres",1147123
"3143",11,1943945,"Mexico",-1144907,"MX",2011,"Hombres",1144907
"3144",12,1943945,"Mexico",-1142613,"MX",2011,"Hombres",1142613
"3145",13,1943945,"Mexico",-1138836,"MX",2011,"Hombres",1138836
"3146",14,1943945,"Mexico",-1134291,"MX",2011,"Hombres",1134291
"3147",15,1943945,"Mexico",-1126389,"MX",2011,"Hombres",1126389
"3148",16,1943945,"Mexico",-1119018,"MX",2011,"Hombres",1119018
"3149",17,1943945,"Mexico",-1113976,"MX",2011,"Hombres",1113976
"3150",18,1943945,"Mexico",-1103591,"MX",2011,"Hombres",1103591
"3151",19,1943945,"Mexico",-1091659,"MX",2011,"Hombres",1091659
"3152",20,1943945,"Mexico",-1081045,"MX",2011,"Hombres",1081045
"3153",21,1943945,"Mexico",-1070877,"MX",2011,"Hombres",1070877
"3154",22,1943945,"Mexico",-1057953,"MX",2011,"Hombres",1057953
"3155",23,1943945,"Mexico",-1042292,"MX",2011,"Hombres",1042292
"3156",24,1943945,"Mexico",-1024654,"MX",2011,"Hombres",1024654
"3157",25,1943945,"Mexico",-1006511,"MX",2011,"Hombres",1006511
"3158",26,1943945,"Mexico",-983058,"MX",2011,"Hombres",983058
"3159",27,1943945,"Mexico",-948945,"MX",2011,"Hombres",948945
"3160",28,1943945,"Mexico",-920309,"MX",2011,"Hombres",920309
"3161",29,1943945,"Mexico",-894059,"MX",2011,"Hombres",894059
"3162",30,1943945,"Mexico",-868959,"MX",2011,"Hombres",868959
"3163",31,1943945,"Mexico",-857833,"MX",2011,"Hombres",857833
"3164",32,1943945,"Mexico",-842609,"MX",2011,"Hombres",842609
"3165",33,1943945,"Mexico",-837151,"MX",2011,"Hombres",837151
"3166",34,1943945,"Mexico",-833000,"MX",2011,"Hombres",833000
"3167",35,1943945,"Mexico",-833423,"MX",2011,"Hombres",833423
"3168",36,1943945,"Mexico",-831391,"MX",2011,"Hombres",831391
"3169",37,1943945,"Mexico",-822556,"MX",2011,"Hombres",822556
"3170",38,1943945,"Mexico",-804910,"MX",2011,"Hombres",804910
"3171",39,1943945,"Mexico",-779302,"MX",2011,"Hombres",779302
"3172",40,1943945,"Mexico",-750234,"MX",2011,"Hombres",750234
"3173",41,1943945,"Mexico",-723860,"MX",2011,"Hombres",723860
"3174",42,1943945,"Mexico",-700493,"MX",2011,"Hombres",700493
"3175",43,1943945,"Mexico",-679352,"MX",2011,"Hombres",679352
"3176",44,1943945,"Mexico",-656605,"MX",2011,"Hombres",656605
"3177",45,1943945,"Mexico",-638986,"MX",2011,"Hombres",638986
"3178",46,1943945,"Mexico",-620052,"MX",2011,"Hombres",620052
"3179",47,1943945,"Mexico",-599272,"MX",2011,"Hombres",599272
"3180",48,1943945,"Mexico",-579976,"MX",2011,"Hombres",579976
"3181",49,1943945,"Mexico",-561048,"MX",2011,"Hombres",561048
"3182",50,1943945,"Mexico",-540845,"MX",2011,"Hombres",540845
"3183",51,1943945,"Mexico",-524392,"MX",2011,"Hombres",524392
"3184",52,1943945,"Mexico",-507254,"MX",2011,"Hombres",507254
"3185",53,1943945,"Mexico",-486729,"MX",2011,"Hombres",486729
"3186",54,1943945,"Mexico",-459327,"MX",2011,"Hombres",459327
"3187",55,1943945,"Mexico",-430478,"MX",2011,"Hombres",430478
"3188",56,1943945,"Mexico",-402646,"MX",2011,"Hombres",402646
"3189",57,1943945,"Mexico",-377818,"MX",2011,"Hombres",377818
"3190",58,1943945,"Mexico",-355483,"MX",2011,"Hombres",355483
"3191",59,1943945,"Mexico",-336999,"MX",2011,"Hombres",336999
"3192",60,1943945,"Mexico",-322735,"MX",2011,"Hombres",322735
"3193",61,1943945,"Mexico",-309814,"MX",2011,"Hombres",309814
"3194",62,1943945,"Mexico",-296168,"MX",2011,"Hombres",296168
"3195",63,1943945,"Mexico",-283495,"MX",2011,"Hombres",283495
"3196",64,1943945,"Mexico",-270622,"MX",2011,"Hombres",270622
"3197",65,1943945,"Mexico",-258894,"MX",2011,"Hombres",258894
"3198",66,1943945,"Mexico",-247780,"MX",2011,"Hombres",247780
"3199",67,1943945,"Mexico",-236914,"MX",2011,"Hombres",236914
"3200",68,1943945,"Mexico",-225517,"MX",2011,"Hombres",225517
"3201",69,1943945,"Mexico",-213469,"MX",2011,"Hombres",213469
"3202",70,1943945,"Mexico",-201473,"MX",2011,"Hombres",201473
"3203",71,1943945,"Mexico",-189725,"MX",2011,"Hombres",189725
"3204",72,1943945,"Mexico",-178268,"MX",2011,"Hombres",178268
"3205",73,1943945,"Mexico",-166983,"MX",2011,"Hombres",166983
"3206",74,1943945,"Mexico",-155454,"MX",2011,"Hombres",155454
"3207",75,1943945,"Mexico",-144216,"MX",2011,"Hombres",144216
"3208",76,1943945,"Mexico",-132957,"MX",2011,"Hombres",132957
"3209",77,1943945,"Mexico",-121810,"MX",2011,"Hombres",121810
"3210",78,1943945,"Mexico",-111102,"MX",2011,"Hombres",111102
"3211",79,1943945,"Mexico",-100853,"MX",2011,"Hombres",100853
"3212",80,1943945,"Mexico",-91067,"MX",2011,"Hombres",91067
"3213",81,1943945,"Mexico",-81805,"MX",2011,"Hombres",81805
"3214",82,1943945,"Mexico",-72891,"MX",2011,"Hombres",72891
"3215",83,1943945,"Mexico",-63844,"MX",2011,"Hombres",63844
"3216",84,1943945,"Mexico",-54896,"MX",2011,"Hombres",54896
"3217",85,1943945,"Mexico",-46188,"MX",2011,"Hombres",46188
"3218",86,1943945,"Mexico",-38255,"MX",2011,"Hombres",38255
"3219",87,1943945,"Mexico",-31337,"MX",2011,"Hombres",31337
"3220",88,1943945,"Mexico",-25392,"MX",2011,"Hombres",25392
"3221",89,1943945,"Mexico",-20340,"MX",2011,"Hombres",20340
"3222",90,1943945,"Mexico",-16079,"MX",2011,"Hombres",16079
"3223",91,1943945,"Mexico",-12462,"MX",2011,"Hombres",12462
"3224",92,1943945,"Mexico",-9404,"MX",2011,"Hombres",9404
"3225",93,1943945,"Mexico",-6925,"MX",2011,"Hombres",6925
"3226",94,1943945,"Mexico",-4968,"MX",2011,"Hombres",4968
"3227",95,1943945,"Mexico",-3472,"MX",2011,"Hombres",3472
"3228",96,1943945,"Mexico",-2360,"MX",2011,"Hombres",2360
"3229",97,1943945,"Mexico",-1558,"MX",2011,"Hombres",1558
"3230",98,1943945,"Mexico",-1000,"MX",2011,"Hombres",1000
"3231",99,1943945,"Mexico",-626,"MX",2011,"Hombres",626
"3232",100,1943945,"Mexico",-946,"MX",2011,"Hombres",946
"3233",0,1943945,"Mexico",-1150692,"MX",2012,"Hombres",1150692
"3234",1,1943945,"Mexico",-1147010,"MX",2012,"Hombres",1147010
"3235",2,1943945,"Mexico",-1148042,"MX",2012,"Hombres",1148042
"3236",3,1943945,"Mexico",-1148024,"MX",2012,"Hombres",1148024
"3237",4,1943945,"Mexico",-1147955,"MX",2012,"Hombres",1147955
"3238",5,1943945,"Mexico",-1147896,"MX",2012,"Hombres",1147896
"3239",6,1943945,"Mexico",-1148490,"MX",2012,"Hombres",1148490
"3240",7,1943945,"Mexico",-1149926,"MX",2012,"Hombres",1149926
"3241",8,1943945,"Mexico",-1150921,"MX",2012,"Hombres",1150921
"3242",9,1943945,"Mexico",-1149226,"MX",2012,"Hombres",1149226
"3243",10,1943945,"Mexico",-1148317,"MX",2012,"Hombres",1148317
"3244",11,1943945,"Mexico",-1145783,"MX",2012,"Hombres",1145783
"3245",12,1943945,"Mexico",-1143522,"MX",2012,"Hombres",1143522
"3246",13,1943945,"Mexico",-1141157,"MX",2012,"Hombres",1141157
"3247",14,1943945,"Mexico",-1137263,"MX",2012,"Hombres",1137263
"3248",15,1943945,"Mexico",-1132321,"MX",2012,"Hombres",1132321
"3249",16,1943945,"Mexico",-1124094,"MX",2012,"Hombres",1124094
"3250",17,1943945,"Mexico",-1116424,"MX",2012,"Hombres",1116424
"3251",18,1943945,"Mexico",-1111111,"MX",2012,"Hombres",1111111
"3252",19,1943945,"Mexico",-1100546,"MX",2012,"Hombres",1100546
"3253",20,1943945,"Mexico",-1088240,"MX",2012,"Hombres",1088240
"3254",21,1943945,"Mexico",-1077422,"MX",2012,"Hombres",1077422
"3255",22,1943945,"Mexico",-1067124,"MX",2012,"Hombres",1067124
"3256",23,1943945,"Mexico",-1054087,"MX",2012,"Hombres",1054087
"3257",24,1943945,"Mexico",-1038326,"MX",2012,"Hombres",1038326
"3258",25,1943945,"Mexico",-1020702,"MX",2012,"Hombres",1020702
"3259",26,1943945,"Mexico",-1002536,"MX",2012,"Hombres",1002536
"3260",27,1943945,"Mexico",-979059,"MX",2012,"Hombres",979059
"3261",28,1943945,"Mexico",-944958,"MX",2012,"Hombres",944958
"3262",29,1943945,"Mexico",-916324,"MX",2012,"Hombres",916324
"3263",30,1943945,"Mexico",-890327,"MX",2012,"Hombres",890327
"3264",31,1943945,"Mexico",-865315,"MX",2012,"Hombres",865315
"3265",32,1943945,"Mexico",-854167,"MX",2012,"Hombres",854167
"3266",33,1943945,"Mexico",-838937,"MX",2012,"Hombres",838937
"3267",34,1943945,"Mexico",-833446,"MX",2012,"Hombres",833446
"3268",35,1943945,"Mexico",-829518,"MX",2012,"Hombres",829518
"3269",36,1943945,"Mexico",-829969,"MX",2012,"Hombres",829969
"3270",37,1943945,"Mexico",-827882,"MX",2012,"Hombres",827882
"3271",38,1943945,"Mexico",-819003,"MX",2012,"Hombres",819003
"3272",39,1943945,"Mexico",-801331,"MX",2012,"Hombres",801331
"3273",40,1943945,"Mexico",-776092,"MX",2012,"Hombres",776092
"3274",41,1943945,"Mexico",-747147,"MX",2012,"Hombres",747147
"3275",42,1943945,"Mexico",-720758,"MX",2012,"Hombres",720758
"3276",43,1943945,"Mexico",-697342,"MX",2012,"Hombres",697342
"3277",44,1943945,"Mexico",-676124,"MX",2012,"Hombres",676124
"3278",45,1943945,"Mexico",-653419,"MX",2012,"Hombres",653419
"3279",46,1943945,"Mexico",-635719,"MX",2012,"Hombres",635719
"3280",47,1943945,"Mexico",-616672,"MX",2012,"Hombres",616672
"3281",48,1943945,"Mexico",-595798,"MX",2012,"Hombres",595798
"3282",49,1943945,"Mexico",-576409,"MX",2012,"Hombres",576409
"3283",50,1943945,"Mexico",-557426,"MX",2012,"Hombres",557426
"3284",51,1943945,"Mexico",-537146,"MX",2012,"Hombres",537146
"3285",52,1943945,"Mexico",-520570,"MX",2012,"Hombres",520570
"3286",53,1943945,"Mexico",-503294,"MX",2012,"Hombres",503294
"3287",54,1943945,"Mexico",-482640,"MX",2012,"Hombres",482640
"3288",55,1943945,"Mexico",-455167,"MX",2012,"Hombres",455167
"3289",56,1943945,"Mexico",-426263,"MX",2012,"Hombres",426263
"3290",57,1943945,"Mexico",-398392,"MX",2012,"Hombres",398392
"3291",58,1943945,"Mexico",-373528,"MX",2012,"Hombres",373528
"3292",59,1943945,"Mexico",-351162,"MX",2012,"Hombres",351162
"3293",60,1943945,"Mexico",-332568,"MX",2012,"Hombres",332568
"3294",61,1943945,"Mexico",-318182,"MX",2012,"Hombres",318182
"3295",62,1943945,"Mexico",-305130,"MX",2012,"Hombres",305130
