"","AGE","AREA_KM2","NAME","POP","FIPS","time","SEX","abs_pop"
"1",0,1943945,"Mexico",-1137819,"MX",1980,"Hombres",1137819
"2",1,1943945,"Mexico",-1111649,"MX",1980,"Hombres",1111649
"3",2,1943945,"Mexico",-1102493,"MX",1980,"Hombres",1102493
"4",3,1943945,"Mexico",-1098743,"MX",1980,"Hombres",1098743
"5",4,1943945,"Mexico",-1095436,"MX",1980,"Hombres",1095436
"6",5,1943945,"Mexico",-1088913,"MX",1980,"Hombres",1088913
"7",6,1943945,"Mexico",-1076110,"MX",1980,"Hombres",1076110
"8",7,1943945,"Mexico",-1056541,"MX",1980,"Hombres",1056541
"9",8,1943945,"Mexico",-1030374,"MX",1980,"Hombres",1030374
"10",9,1943945,"Mexico",-998745,"MX",1980,"Hombres",998745
"11",10,1943945,"Mexico",-965926,"MX",1980,"Hombres",965926
"12",11,1943945,"Mexico",-931814,"MX",1980,"Hombres",931814
"13",12,1943945,"Mexico",-898165,"MX",1980,"Hombres",898165
"14",13,1943945,"Mexico",-866204,"MX",1980,"Hombres",866204
"15",14,1943945,"Mexico",-835599,"MX",1980,"Hombres",835599
"16",15,1943945,"Mexico",-804274,"MX",1980,"Hombres",804274
"17",16,1943945,"Mexico",-772354,"MX",1980,"Hombres",772354
"18",17,1943945,"Mexico",-742226,"MX",1980,"Hombres",742226
"19",18,1943945,"Mexico",-714558,"MX",1980,"Hombres",714558
"20",19,1943945,"Mexico",-688636,"MX",1980,"Hombres",688636
"21",20,1943945,"Mexico",-664272,"MX",1980,"Hombres",664272
"22",21,1943945,"Mexico",-639549,"MX",1980,"Hombres",639549
"23",22,1943945,"Mexico",-612413,"MX",1980,"Hombres",612413
"24",23,1943945,"Mexico",-581732,"MX",1980,"Hombres",581732
"25",24,1943945,"Mexico",-548985,"MX",1980,"Hombres",548985
"26",25,1943945,"Mexico",-515870,"MX",1980,"Hombres",515870
"27",26,1943945,"Mexico",-485197,"MX",1980,"Hombres",485197
"28",27,1943945,"Mexico",-458768,"MX",1980,"Hombres",458768
"29",28,1943945,"Mexico",-438082,"MX",1980,"Hombres",438082
"30",29,1943945,"Mexico",-421964,"MX",1980,"Hombres",421964
"31",30,1943945,"Mexico",-407560,"MX",1980,"Hombres",407560
"32",31,1943945,"Mexico",-393457,"MX",1980,"Hombres",393457
"33",32,1943945,"Mexico",-380778,"MX",1980,"Hombres",380778
"34",33,1943945,"Mexico",-369237,"MX",1980,"Hombres",369237
"35",34,1943945,"Mexico",-358607,"MX",1980,"Hombres",358607
"36",35,1943945,"Mexico",-349148,"MX",1980,"Hombres",349148
"37",36,1943945,"Mexico",-340287,"MX",1980,"Hombres",340287
"38",37,1943945,"Mexico",-330927,"MX",1980,"Hombres",330927
"39",38,1943945,"Mexico",-320534,"MX",1980,"Hombres",320534
"40",39,1943945,"Mexico",-309416,"MX",1980,"Hombres",309416
"41",40,1943945,"Mexico",-298465,"MX",1980,"Hombres",298465
"42",41,1943945,"Mexico",-288012,"MX",1980,"Hombres",288012
"43",42,1943945,"Mexico",-277525,"MX",1980,"Hombres",277525
"44",43,1943945,"Mexico",-266991,"MX",1980,"Hombres",266991
"45",44,1943945,"Mexico",-256498,"MX",1980,"Hombres",256498
"46",45,1943945,"Mexico",-246004,"MX",1980,"Hombres",246004
"47",46,1943945,"Mexico",-235756,"MX",1980,"Hombres",235756
"48",47,1943945,"Mexico",-226099,"MX",1980,"Hombres",226099
"49",48,1943945,"Mexico",-217207,"MX",1980,"Hombres",217207
"50",49,1943945,"Mexico",-208900,"MX",1980,"Hombres",208900
"51",50,1943945,"Mexico",-201007,"MX",1980,"Hombres",201007
"52",51,1943945,"Mexico",-193132,"MX",1980,"Hombres",193132
"53",52,1943945,"Mexico",-184967,"MX",1980,"Hombres",184967
"54",53,1943945,"Mexico",-176298,"MX",1980,"Hombres",176298
"55",54,1943945,"Mexico",-167360,"MX",1980,"Hombres",167360
"56",55,1943945,"Mexico",-158443,"MX",1980,"Hombres",158443
"57",56,1943945,"Mexico",-149996,"MX",1980,"Hombres",149996
"58",57,1943945,"Mexico",-142279,"MX",1980,"Hombres",142279
"59",58,1943945,"Mexico",-135521,"MX",1980,"Hombres",135521
"60",59,1943945,"Mexico",-129519,"MX",1980,"Hombres",129519
"61",60,1943945,"Mexico",-123894,"MX",1980,"Hombres",123894
"62",61,1943945,"Mexico",-118338,"MX",1980,"Hombres",118338
"63",62,1943945,"Mexico",-112861,"MX",1980,"Hombres",112861
"64",63,1943945,"Mexico",-107350,"MX",1980,"Hombres",107350
"65",64,1943945,"Mexico",-101863,"MX",1980,"Hombres",101863
"66",65,1943945,"Mexico",-96543,"MX",1980,"Hombres",96543
"67",66,1943945,"Mexico",-91483,"MX",1980,"Hombres",91483
"68",67,1943945,"Mexico",-86629,"MX",1980,"Hombres",86629
"69",68,1943945,"Mexico",-81997,"MX",1980,"Hombres",81997
"70",69,1943945,"Mexico",-77558,"MX",1980,"Hombres",77558
"71",70,1943945,"Mexico",-73270,"MX",1980,"Hombres",73270
"72",71,1943945,"Mexico",-69098,"MX",1980,"Hombres",69098
"73",72,1943945,"Mexico",-65015,"MX",1980,"Hombres",65015
"74",73,1943945,"Mexico",-61008,"MX",1980,"Hombres",61008
"75",74,1943945,"Mexico",-57081,"MX",1980,"Hombres",57081
"76",75,1943945,"Mexico",-53236,"MX",1980,"Hombres",53236
"77",76,1943945,"Mexico",-49484,"MX",1980,"Hombres",49484
"78",77,1943945,"Mexico",-45830,"MX",1980,"Hombres",45830
"79",78,1943945,"Mexico",-42282,"MX",1980,"Hombres",42282
"80",79,1943945,"Mexico",-38851,"MX",1980,"Hombres",38851
"81",80,1943945,"Mexico",-32361,"MX",1980,"Hombres",32361
"82",81,1943945,"Mexico",-28980,"MX",1980,"Hombres",28980
"83",82,1943945,"Mexico",-25790,"MX",1980,"Hombres",25790
"84",83,1943945,"Mexico",-22797,"MX",1980,"Hombres",22797
"85",84,1943945,"Mexico",-20007,"MX",1980,"Hombres",20007
"86",85,1943945,"Mexico",-17425,"MX",1980,"Hombres",17425
"87",86,1943945,"Mexico",-15053,"MX",1980,"Hombres",15053
"88",87,1943945,"Mexico",-12892,"MX",1980,"Hombres",12892
"89",88,1943945,"Mexico",-10941,"MX",1980,"Hombres",10941
"90",89,1943945,"Mexico",-9195,"MX",1980,"Hombres",9195
"91",90,1943945,"Mexico",-7648,"MX",1980,"Hombres",7648
"92",91,1943945,"Mexico",-6293,"MX",1980,"Hombres",6293
"93",92,1943945,"Mexico",-5119,"MX",1980,"Hombres",5119
"94",93,1943945,"Mexico",-4114,"MX",1980,"Hombres",4114
"95",94,1943945,"Mexico",-3264,"MX",1980,"Hombres",3264
"96",95,1943945,"Mexico",-2555,"MX",1980,"Hombres",2555
"97",96,1943945,"Mexico",-1972,"MX",1980,"Hombres",1972
"98",97,1943945,"Mexico",-1500,"MX",1980,"Hombres",1500
"99",98,1943945,"Mexico",-1123,"MX",1980,"Hombres",1123
"100",99,1943945,"Mexico",-828,"MX",1980,"Hombres",828
"101",100,1943945,"Mexico",-2011,"MX",1980,"Hombres",2011
"102",0,1943945,"Mexico",-1129830,"MX",1981,"Hombres",1129830
"103",1,1943945,"Mexico",-1115938,"MX",1981,"Hombres",1115938
"104",2,1943945,"Mexico",-1102524,"MX",1981,"Hombres",1102524
"105",3,1943945,"Mexico",-1096339,"MX",1981,"Hombres",1096339
"106",4,1943945,"Mexico",-1093648,"MX",1981,"Hombres",1093648
"107",5,1943945,"Mexico",-1091211,"MX",1981,"Hombres",1091211
"108",6,1943945,"Mexico",-1085353,"MX",1981,"Hombres",1085353
"109",7,1943945,"Mexico",-1072858,"MX",1981,"Hombres",1072858
"110",8,1943945,"Mexico",-1053313,"MX",1981,"Hombres",1053313
"111",9,1943945,"Mexico",-1027182,"MX",1981,"Hombres",1027182
"112",10,1943945,"Mexico",-995398,"MX",1981,"Hombres",995398
"113",11,1943945,"Mexico",-962036,"MX",1981,"Hombres",962036
"114",12,1943945,"Mexico",-927389,"MX",1981,"Hombres",927389
"115",13,1943945,"Mexico",-892913,"MX",1981,"Hombres",892913
"116",14,1943945,"Mexico",-859698,"MX",1981,"Hombres",859698
"117",15,1943945,"Mexico",-827415,"MX",1981,"Hombres",827415
"118",16,1943945,"Mexico",-794448,"MX",1981,"Hombres",794448
"119",17,1943945,"Mexico",-761687,"MX",1981,"Hombres",761687
"120",18,1943945,"Mexico",-731977,"MX",1981,"Hombres",731977
"121",19,1943945,"Mexico",-705017,"MX",1981,"Hombres",705017
"122",20,1943945,"Mexico",-679847,"MX",1981,"Hombres",679847
"123",21,1943945,"Mexico",-656518,"MX",1981,"Hombres",656518
"124",22,1943945,"Mexico",-632500,"MX",1981,"Hombres",632500
"125",23,1943945,"Mexico",-606044,"MX",1981,"Hombres",606044
"126",24,1943945,"Mexico",-575886,"MX",1981,"Hombres",575886
"127",25,1943945,"Mexico",-543620,"MX",1981,"Hombres",543620
"128",26,1943945,"Mexico",-511199,"MX",1981,"Hombres",511199
"129",27,1943945,"Mexico",-481076,"MX",1981,"Hombres",481076
"130",28,1943945,"Mexico",-454942,"MX",1981,"Hombres",454942
"131",29,1943945,"Mexico",-434385,"MX",1981,"Hombres",434385
"132",30,1943945,"Mexico",-418596,"MX",1981,"Hombres",418596
"133",31,1943945,"Mexico",-404559,"MX",1981,"Hombres",404559
"134",32,1943945,"Mexico",-390618,"MX",1981,"Hombres",390618
"135",33,1943945,"Mexico",-378126,"MX",1981,"Hombres",378126
"136",34,1943945,"Mexico",-366540,"MX",1981,"Hombres",366540
"137",35,1943945,"Mexico",-355887,"MX",1981,"Hombres",355887
"138",36,1943945,"Mexico",-346425,"MX",1981,"Hombres",346425
"139",37,1943945,"Mexico",-337625,"MX",1981,"Hombres",337625
"140",38,1943945,"Mexico",-328258,"MX",1981,"Hombres",328258
"141",39,1943945,"Mexico",-317918,"MX",1981,"Hombres",317918
"142",40,1943945,"Mexico",-306897,"MX",1981,"Hombres",306897
"143",41,1943945,"Mexico",-296084,"MX",1981,"Hombres",296084
"144",42,1943945,"Mexico",-285711,"MX",1981,"Hombres",285711
"145",43,1943945,"Mexico",-275226,"MX",1981,"Hombres",275226
"146",44,1943945,"Mexico",-264698,"MX",1981,"Hombres",264698
"147",45,1943945,"Mexico",-254156,"MX",1981,"Hombres",254156
"148",46,1943945,"Mexico",-243630,"MX",1981,"Hombres",243630
"149",47,1943945,"Mexico",-233374,"MX",1981,"Hombres",233374
"150",48,1943945,"Mexico",-223732,"MX",1981,"Hombres",223732
"151",49,1943945,"Mexico",-214878,"MX",1981,"Hombres",214878
"152",50,1943945,"Mexico",-206600,"MX",1981,"Hombres",206600
"153",51,1943945,"Mexico",-198715,"MX",1981,"Hombres",198715
"154",52,1943945,"Mexico",-190854,"MX",1981,"Hombres",190854
"155",53,1943945,"Mexico",-182672,"MX",1981,"Hombres",182672
"156",54,1943945,"Mexico",-173964,"MX",1981,"Hombres",173964
"157",55,1943945,"Mexico",-164982,"MX",1981,"Hombres",164982
"158",56,1943945,"Mexico",-156035,"MX",1981,"Hombres",156035
"159",57,1943945,"Mexico",-147552,"MX",1981,"Hombres",147552
"160",58,1943945,"Mexico",-139828,"MX",1981,"Hombres",139828
"161",59,1943945,"Mexico",-133087,"MX",1981,"Hombres",133087
"162",60,1943945,"Mexico",-127104,"MX",1981,"Hombres",127104
"163",61,1943945,"Mexico",-121479,"MX",1981,"Hombres",121479
"164",62,1943945,"Mexico",-115904,"MX",1981,"Hombres",115904
"165",63,1943945,"Mexico",-110374,"MX",1981,"Hombres",110374
"166",64,1943945,"Mexico",-104804,"MX",1981,"Hombres",104804
"167",65,1943945,"Mexico",-99239,"MX",1981,"Hombres",99239
"168",66,1943945,"Mexico",-93826,"MX",1981,"Hombres",93826
"169",67,1943945,"Mexico",-88684,"MX",1981,"Hombres",88684
"170",68,1943945,"Mexico",-83767,"MX",1981,"Hombres",83767
"171",69,1943945,"Mexico",-79102,"MX",1981,"Hombres",79102
"172",70,1943945,"Mexico",-74657,"MX",1981,"Hombres",74657
"173",71,1943945,"Mexico",-70360,"MX",1981,"Hombres",70360
"174",72,1943945,"Mexico",-66169,"MX",1981,"Hombres",66169
"175",73,1943945,"Mexico",-62055,"MX",1981,"Hombres",62055
"176",74,1943945,"Mexico",-58016,"MX",1981,"Hombres",58016
"177",75,1943945,"Mexico",-54048,"MX",1981,"Hombres",54048
"178",76,1943945,"Mexico",-50168,"MX",1981,"Hombres",50168
"179",77,1943945,"Mexico",-46393,"MX",1981,"Hombres",46393
"180",78,1943945,"Mexico",-42723,"MX",1981,"Hombres",42723
"181",79,1943945,"Mexico",-39140,"MX",1981,"Hombres",39140
"182",80,1943945,"Mexico",-35608,"MX",1981,"Hombres",35608
"183",81,1943945,"Mexico",-29328,"MX",1981,"Hombres",29328
"184",82,1943945,"Mexico",-25973,"MX",1981,"Hombres",25973
"185",83,1943945,"Mexico",-22830,"MX",1981,"Hombres",22830
"186",84,1943945,"Mexico",-19911,"MX",1981,"Hombres",19911
"187",85,1943945,"Mexico",-17218,"MX",1981,"Hombres",17218
"188",86,1943945,"Mexico",-14758,"MX",1981,"Hombres",14758
"189",87,1943945,"Mexico",-12530,"MX",1981,"Hombres",12530
"190",88,1943945,"Mexico",-10531,"MX",1981,"Hombres",10531
"191",89,1943945,"Mexico",-8759,"MX",1981,"Hombres",8759
"192",90,1943945,"Mexico",-7203,"MX",1981,"Hombres",7203
"193",91,1943945,"Mexico",-5856,"MX",1981,"Hombres",5856
"194",92,1943945,"Mexico",-4701,"MX",1981,"Hombres",4701
"195",93,1943945,"Mexico",-3727,"MX",1981,"Hombres",3727
"196",94,1943945,"Mexico",-2915,"MX",1981,"Hombres",2915
"197",95,1943945,"Mexico",-2248,"MX",1981,"Hombres",2248
"198",96,1943945,"Mexico",-1710,"MX",1981,"Hombres",1710
"199",97,1943945,"Mexico",-1280,"MX",1981,"Hombres",1280
"200",98,1943945,"Mexico",-944,"MX",1981,"Hombres",944
"201",99,1943945,"Mexico",-685,"MX",1981,"Hombres",685
"202",100,1943945,"Mexico",-1605,"MX",1981,"Hombres",1605
"203",0,1943945,"Mexico",-1131705,"MX",1982,"Hombres",1131705
"204",1,1943945,"Mexico",-1109774,"MX",1982,"Hombres",1109774
"205",2,1943945,"Mexico",-1107648,"MX",1982,"Hombres",1107648
"206",3,1943945,"Mexico",-1096941,"MX",1982,"Hombres",1096941
"207",4,1943945,"Mexico",-1091858,"MX",1982,"Hombres",1091858
"208",5,1943945,"Mexico",-1090036,"MX",1982,"Hombres",1090036
"209",6,1943945,"Mexico",-1088235,"MX",1982,"Hombres",1088235
"210",7,1943945,"Mexico",-1082669,"MX",1982,"Hombres",1082669
"211",8,1943945,"Mexico",-1070286,"MX",1982,"Hombres",1070286
"212",9,1943945,"Mexico",-1050723,"MX",1982,"Hombres",1050723
"213",10,1943945,"Mexico",-1024528,"MX",1982,"Hombres",1024528
"214",11,1943945,"Mexico",-992374,"MX",1982,"Hombres",992374
"215",12,1943945,"Mexico",-958430,"MX",1982,"Hombres",958430
"216",13,1943945,"Mexico",-922974,"MX",1982,"Hombres",922974
"217",14,1943945,"Mexico",-887394,"MX",1982,"Hombres",887394
"218",15,1943945,"Mexico",-852488,"MX",1982,"Hombres",852488
"219",16,1943945,"Mexico",-818897,"MX",1982,"Hombres",818897
"220",17,1943945,"Mexico",-785005,"MX",1982,"Hombres",785005
"221",18,1943945,"Mexico",-752542,"MX",1982,"Hombres",752542
"222",19,1943945,"Mexico",-723598,"MX",1982,"Hombres",723598
"223",20,1943945,"Mexico",-697509,"MX",1982,"Hombres",697509
"224",21,1943945,"Mexico",-673169,"MX",1982,"Hombres",673169
"225",22,1943945,"Mexico",-650597,"MX",1982,"Hombres",650597
"226",23,1943945,"Mexico",-626989,"MX",1982,"Hombres",626989
"227",24,1943945,"Mexico",-601071,"MX",1982,"Hombres",601071
"228",25,1943945,"Mexico",-571205,"MX",1982,"Hombres",571205
"229",26,1943945,"Mexico",-539348,"MX",1982,"Hombres",539348
"230",27,1943945,"Mexico",-507415,"MX",1982,"Hombres",507415
"231",28,1943945,"Mexico",-477563,"MX",1982,"Hombres",477563
"232",29,1943945,"Mexico",-451662,"MX",1982,"Hombres",451662
"233",30,1943945,"Mexico",-431305,"MX",1982,"Hombres",431305
"234",31,1943945,"Mexico",-415798,"MX",1982,"Hombres",415798
"235",32,1943945,"Mexico",-401960,"MX",1982,"Hombres",401960
"236",33,1943945,"Mexico",-388108,"MX",1982,"Hombres",388108
"237",34,1943945,"Mexico",-375684,"MX",1982,"Hombres",375684
"238",35,1943945,"Mexico",-364005,"MX",1982,"Hombres",364005
"239",36,1943945,"Mexico",-353376,"MX",1982,"Hombres",353376
"240",37,1943945,"Mexico",-343851,"MX",1982,"Hombres",343851
"241",38,1943945,"Mexico",-335135,"MX",1982,"Hombres",335135
"242",39,1943945,"Mexico",-325786,"MX",1982,"Hombres",325786
"243",40,1943945,"Mexico",-315525,"MX",1982,"Hombres",315525
"244",41,1943945,"Mexico",-304588,"MX",1982,"Hombres",304588
"245",42,1943945,"Mexico",-293862,"MX",1982,"Hombres",293862
"246",43,1943945,"Mexico",-283519,"MX",1982,"Hombres",283519
"247",44,1943945,"Mexico",-273009,"MX",1982,"Hombres",273009
"248",45,1943945,"Mexico",-262440,"MX",1982,"Hombres",262440
"249",46,1943945,"Mexico",-251852,"MX",1982,"Hombres",251852
"250",47,1943945,"Mexico",-241306,"MX",1982,"Hombres",241306
"251",48,1943945,"Mexico",-231049,"MX",1982,"Hombres",231049
"252",49,1943945,"Mexico",-221453,"MX",1982,"Hombres",221453
"253",50,1943945,"Mexico",-212635,"MX",1982,"Hombres",212635
"254",51,1943945,"Mexico",-204367,"MX",1982,"Hombres",204367
"255",52,1943945,"Mexico",-196460,"MX",1982,"Hombres",196460
"256",53,1943945,"Mexico",-188590,"MX",1982,"Hombres",188590
"257",54,1943945,"Mexico",-180351,"MX",1982,"Hombres",180351
"258",55,1943945,"Mexico",-171593,"MX",1982,"Hombres",171593
"259",56,1943945,"Mexico",-162569,"MX",1982,"Hombres",162569
"260",57,1943945,"Mexico",-153604,"MX",1982,"Hombres",153604
"261",58,1943945,"Mexico",-145104,"MX",1982,"Hombres",145104
"262",59,1943945,"Mexico",-137393,"MX",1982,"Hombres",137393
"263",60,1943945,"Mexico",-130651,"MX",1982,"Hombres",130651
"264",61,1943945,"Mexico",-124656,"MX",1982,"Hombres",124656
"265",62,1943945,"Mexico",-119009,"MX",1982,"Hombres",119009
"266",63,1943945,"Mexico",-113391,"MX",1982,"Hombres",113391
"267",64,1943945,"Mexico",-107785,"MX",1982,"Hombres",107785
"268",65,1943945,"Mexico",-102152,"MX",1982,"Hombres",102152
"269",66,1943945,"Mexico",-96507,"MX",1982,"Hombres",96507
"270",67,1943945,"Mexico",-91027,"MX",1982,"Hombres",91027
"271",68,1943945,"Mexico",-85829,"MX",1982,"Hombres",85829
"272",69,1943945,"Mexico",-80879,"MX",1982,"Hombres",80879
"273",70,1943945,"Mexico",-76195,"MX",1982,"Hombres",76195
"274",71,1943945,"Mexico",-71728,"MX",1982,"Hombres",71728
"275",72,1943945,"Mexico",-67404,"MX",1982,"Hombres",67404
"276",73,1943945,"Mexico",-63174,"MX",1982,"Hombres",63174
"277",74,1943945,"Mexico",-59026,"MX",1982,"Hombres",59026
"278",75,1943945,"Mexico",-54951,"MX",1982,"Hombres",54951
"279",76,1943945,"Mexico",-50949,"MX",1982,"Hombres",50949
"280",77,1943945,"Mexico",-47050,"MX",1982,"Hombres",47050
"281",78,1943945,"Mexico",-43260,"MX",1982,"Hombres",43260
"282",79,1943945,"Mexico",-39549,"MX",1982,"Hombres",39549
"283",80,1943945,"Mexico",-35880,"MX",1982,"Hombres",35880
"284",81,1943945,"Mexico",-32278,"MX",1982,"Hombres",32278
"285",82,1943945,"Mexico",-26290,"MX",1982,"Hombres",26290
"286",83,1943945,"Mexico",-22999,"MX",1982,"Hombres",22999
"287",84,1943945,"Mexico",-19945,"MX",1982,"Hombres",19945
"288",85,1943945,"Mexico",-17141,"MX",1982,"Hombres",17141
"289",86,1943945,"Mexico",-14588,"MX",1982,"Hombres",14588
"290",87,1943945,"Mexico",-12288,"MX",1982,"Hombres",12288
"291",88,1943945,"Mexico",-10239,"MX",1982,"Hombres",10239
"292",89,1943945,"Mexico",-8434,"MX",1982,"Hombres",8434
"293",90,1943945,"Mexico",-6864,"MX",1982,"Hombres",6864
"294",91,1943945,"Mexico",-5517,"MX",1982,"Hombres",5517
"295",92,1943945,"Mexico",-4377,"MX",1982,"Hombres",4377
"296",93,1943945,"Mexico",-3424,"MX",1982,"Hombres",3424
"297",94,1943945,"Mexico",-2642,"MX",1982,"Hombres",2642
"298",95,1943945,"Mexico",-2009,"MX",1982,"Hombres",2009
"299",96,1943945,"Mexico",-1505,"MX",1982,"Hombres",1505
"300",97,1943945,"Mexico",-1110,"MX",1982,"Hombres",1110
"301",98,1943945,"Mexico",-806,"MX",1982,"Hombres",806
"302",99,1943945,"Mexico",-576,"MX",1982,"Hombres",576
"303",100,1943945,"Mexico",-1296,"MX",1982,"Hombres",1296
"304",0,1943945,"Mexico",-1138924,"MX",1983,"Hombres",1138924
"305",1,1943945,"Mexico",-1112914,"MX",1983,"Hombres",1112914
"306",2,1943945,"Mexico",-1102095,"MX",1983,"Hombres",1102095
"307",3,1943945,"Mexico",-1102516,"MX",1983,"Hombres",1102516
"308",4,1943945,"Mexico",-1092877,"MX",1983,"Hombres",1092877
"309",5,1943945,"Mexico",-1088687,"MX",1983,"Hombres",1088687
"310",6,1943945,"Mexico",-1087546,"MX",1983,"Hombres",1087546
"311",7,1943945,"Mexico",-1086039,"MX",1983,"Hombres",1086039
"312",8,1943945,"Mexico",-1080570,"MX",1983,"Hombres",1080570
"313",9,1943945,"Mexico",-1068183,"MX",1983,"Hombres",1068183
"314",10,1943945,"Mexico",-1048575,"MX",1983,"Hombres",1048575
"315",11,1943945,"Mexico",-1022304,"MX",1983,"Hombres",1022304
"316",12,1943945,"Mexico",-989674,"MX",1983,"Hombres",989674
"317",13,1943945,"Mexico",-954917,"MX",1983,"Hombres",954917
"318",14,1943945,"Mexico",-918325,"MX",1983,"Hombres",918325
"319",15,1943945,"Mexico",-881277,"MX",1983,"Hombres",881277
"320",16,1943945,"Mexico",-844918,"MX",1983,"Hombres",844918
"321",17,1943945,"Mexico",-810482,"MX",1983,"Hombres",810482
"322",18,1943945,"Mexico",-776625,"MX",1983,"Hombres",776625
"323",19,1943945,"Mexico",-744693,"MX",1983,"Hombres",744693
"324",20,1943945,"Mexico",-716556,"MX",1983,"Hombres",716556
"325",21,1943945,"Mexico",-691548,"MX",1983,"Hombres",691548
"326",22,1943945,"Mexico",-667776,"MX",1983,"Hombres",667776
"327",23,1943945,"Mexico",-645655,"MX",1983,"Hombres",645655
"328",24,1943945,"Mexico",-622471,"MX",1983,"Hombres",622471
"329",25,1943945,"Mexico",-596903,"MX",1983,"Hombres",596903
"330",26,1943945,"Mexico",-567336,"MX",1983,"Hombres",567336
"331",27,1943945,"Mexico",-535792,"MX",1983,"Hombres",535792
"332",28,1943945,"Mexico",-504069,"MX",1983,"Hombres",504069
"333",29,1943945,"Mexico",-474475,"MX",1983,"Hombres",474475
"334",30,1943945,"Mexico",-448905,"MX",1983,"Hombres",448905
"335",31,1943945,"Mexico",-428698,"MX",1983,"Hombres",428698
"336",32,1943945,"Mexico",-413330,"MX",1983,"Hombres",413330
"337",33,1943945,"Mexico",-399595,"MX",1983,"Hombres",399595
"338",34,1943945,"Mexico",-385790,"MX",1983,"Hombres",385790
"339",35,1943945,"Mexico",-373331,"MX",1983,"Hombres",373331
"340",36,1943945,"Mexico",-361635,"MX",1983,"Hombres",361635
"341",37,1943945,"Mexico",-350947,"MX",1983,"Hombres",350947
"342",38,1943945,"Mexico",-341447,"MX",1983,"Hombres",341447
"343",39,1943945,"Mexico",-332834,"MX",1983,"Hombres",332834
"344",40,1943945,"Mexico",-323515,"MX",1983,"Hombres",323515
"345",41,1943945,"Mexico",-313282,"MX",1983,"Hombres",313282
"346",42,1943945,"Mexico",-302449,"MX",1983,"Hombres",302449
"347",43,1943945,"Mexico",-291763,"MX",1983,"Hombres",291763
"348",44,1943945,"Mexico",-281375,"MX",1983,"Hombres",281375
"349",45,1943945,"Mexico",-270816,"MX",1983,"Hombres",270816
"350",46,1943945,"Mexico",-260216,"MX",1983,"Hombres",260216
"351",47,1943945,"Mexico",-249595,"MX",1983,"Hombres",249595
"352",48,1943945,"Mexico",-239043,"MX",1983,"Hombres",239043
"353",49,1943945,"Mexico",-228807,"MX",1983,"Hombres",228807
"354",50,1943945,"Mexico",-219244,"MX",1983,"Hombres",219244
"355",51,1943945,"Mexico",-210430,"MX",1983,"Hombres",210430
"356",52,1943945,"Mexico",-202159,"MX",1983,"Hombres",202159
"357",53,1943945,"Mexico",-194217,"MX",1983,"Hombres",194217
"358",54,1943945,"Mexico",-186290,"MX",1983,"Hombres",186290
"359",55,1943945,"Mexico",-177998,"MX",1983,"Hombres",177998
"360",56,1943945,"Mexico",-169196,"MX",1983,"Hombres",169196
"361",57,1943945,"Mexico",-160131,"MX",1983,"Hombres",160131
"362",58,1943945,"Mexico",-151144,"MX",1983,"Hombres",151144
"363",59,1943945,"Mexico",-142653,"MX",1983,"Hombres",142653
"364",60,1943945,"Mexico",-134935,"MX",1983,"Hombres",134935
"365",61,1943945,"Mexico",-128170,"MX",1983,"Hombres",128170
"366",62,1943945,"Mexico",-122148,"MX",1983,"Hombres",122148
"367",63,1943945,"Mexico",-116452,"MX",1983,"Hombres",116452
"368",64,1943945,"Mexico",-110774,"MX",1983,"Hombres",110774
"369",65,1943945,"Mexico",-105101,"MX",1983,"Hombres",105101
"370",66,1943945,"Mexico",-99398,"MX",1983,"Hombres",99398
"371",67,1943945,"Mexico",-93697,"MX",1983,"Hombres",93697
"372",68,1943945,"Mexico",-88173,"MX",1983,"Hombres",88173
"373",69,1943945,"Mexico",-82937,"MX",1983,"Hombres",82937
"374",70,1943945,"Mexico",-77957,"MX",1983,"Hombres",77957
"375",71,1943945,"Mexico",-73240,"MX",1983,"Hombres",73240
"376",72,1943945,"Mexico",-68741,"MX",1983,"Hombres",68741
"377",73,1943945,"Mexico",-64375,"MX",1983,"Hombres",64375
"378",74,1943945,"Mexico",-60103,"MX",1983,"Hombres",60103
"379",75,1943945,"Mexico",-55924,"MX",1983,"Hombres",55924
"380",76,1943945,"Mexico",-51819,"MX",1983,"Hombres",51819
"381",77,1943945,"Mexico",-47800,"MX",1983,"Hombres",47800
"382",78,1943945,"Mexico",-43883,"MX",1983,"Hombres",43883
"383",79,1943945,"Mexico",-40051,"MX",1983,"Hombres",40051
"384",80,1943945,"Mexico",-36258,"MX",1983,"Hombres",36258
"385",81,1943945,"Mexico",-32532,"MX",1983,"Hombres",32532
"386",82,1943945,"Mexico",-28941,"MX",1983,"Hombres",28941
"387",83,1943945,"Mexico",-23286,"MX",1983,"Hombres",23286
"388",84,1943945,"Mexico",-20097,"MX",1983,"Hombres",20097
"389",85,1943945,"Mexico",-17176,"MX",1983,"Hombres",17176
"390",86,1943945,"Mexico",-14527,"MX",1983,"Hombres",14527
"391",87,1943945,"Mexico",-12151,"MX",1983,"Hombres",12151
"392",88,1943945,"Mexico",-10045,"MX",1983,"Hombres",10045
"393",89,1943945,"Mexico",-8203,"MX",1983,"Hombres",8203
"394",90,1943945,"Mexico",-6613,"MX",1983,"Hombres",6613
"395",91,1943945,"Mexico",-5259,"MX",1983,"Hombres",5259
"396",92,1943945,"Mexico",-4125,"MX",1983,"Hombres",4125
